place,time,magnitude,longitude,latitude,depth(km)
"89km N of Culebra, Puerto Rico","2016-09-05T01:33:04Z","3.1","-65.3065","19.1154","44"
"61km N of Culebra, Puerto Rico","2016-09-05T01:27:39Z","3","-65.3197","18.8582","86.96"
"98km NNE of Luquillo, Puerto Rico","2016-09-05T01:21:07Z","3","-65.3613","19.1938","33.88"
"95km N of Culebra, Puerto Rico","2016-09-05T01:18:29Z","2.5","-65.328","19.1698","36.22"
"16km NW of Pawnee, Oklahoma","2016-09-05T01:13:01Z","2.5","-96.9465","36.4371","3.57"
"85km N of Culebra, Puerto Rico","2016-09-05T01:12:59Z","3","-65.3298","19.0715","7"
"91km N of Culebra, Puerto Rico","2016-09-05T01:09:28Z","4","-65.3929","19.0729","39"
"88km N of Culebra, Puerto Rico","2016-09-05T00:55:15Z","2.7","-65.3085","19.1067","8.3"
"22km ENE of Quito, Ecuador","2016-09-05T00:22:59Z","4.7","-78.3376","-0.1481","10"
"73km N of Culebra, Puerto Rico","2016-09-05T00:07:27Z","2.8","-65.2778","18.9685","63.45"
"89km N of Culebra, Puerto Rico","2016-09-04T23:36:27Z","3.2","-65.3227","19.1133","8"
"62km SW of Chernabura Island, Alaska","2016-09-04T22:34:53Z","2.7","-160.2741","54.4084","18.8"
"232km NE of Gisborne, New Zealand","2016-09-04T20:37:44Z","4","179.9257","-37.2079","10"
"29km SE of El Negro, Puerto Rico","2016-09-04T20:19:32Z","2.5","-65.6427","17.8563","5.21"
"94km N of Culebra, Puerto Rico","2016-09-04T20:11:00Z","2.6","-65.3433","19.1587","38.34"
"6km NNW of Cushing, Oklahoma","2016-09-04T20:03:06Z","3.1","-96.7809","36.038","5.06"
"130km ENE of Opotiki, New Zealand","2016-09-04T20:00:31Z","5","178.6027","-37.5475","33.86"
"28km ESE of Emajagua, Puerto Rico","2016-09-04T19:48:32Z","2.7","-65.6512","17.8705","7"
"85km N of Culebra, Puerto Rico","2016-09-04T19:46:02Z","2.9","-65.3237","19.0729","17"
"South Georgia Island region","2016-09-04T19:45:49Z","4.1","-31.1422","-55.0383","32.86"
"87km N of Culebra, Puerto Rico","2016-09-04T19:44:45Z","3.2","-65.3375","19.09","35"
"31km SE of Punta Cana, Dominican Republic","2016-09-04T19:31:54Z","3.1","-68.2153","18.3612","75"
"79km N of Culebra, Puerto Rico","2016-09-04T19:28:00Z","3","-65.3363","19.0221","11"
"84km N of Culebra, Puerto Rico","2016-09-04T19:24:18Z","4.3","-65.3261","19.096","10"
"109km ENE of Luganville, Vanuatu","2016-09-04T19:24:02Z","4.4","168.1477","-15.2781","147.83"
"161km N of Laasqoray, Somalia","2016-09-04T19:05:22Z","4.6","47.9982","12.6039","10"
"74km NE of Punta Cana, Dominican Republic","2016-09-04T18:35:17Z","3","-67.8367","18.9848","38"
"171km ENE of Flagler Beach, Florida","2016-09-04T18:29:29Z","3.8","-79.5028","30.09","0"
"19km N of Perry, Oklahoma","2016-09-04T18:28:56Z","2.8","-97.2661","36.4687","5.749"
"95km ENE of Norsup, Vanuatu","2016-09-04T18:27:00Z","4.6","168.1809","-15.679","29.21"
"229km NE of Gisborne, New Zealand","2016-09-04T18:13:22Z","4.4","179.8809","-37.2154","10"
"10km NNW of Pawnee, Oklahoma","2016-09-04T18:08:11Z","2.7","-96.8676","36.4147","6.232"
"34km ENE of Bilungala, Indonesia","2016-09-04T17:43:35Z","4.2","123.4842","0.5394","263.52"
"88km NE of San Isidro, Philippines","2016-09-04T16:51:02Z","4.7","126.7148","10.5069","36.44"
"4km SW of Katori-shi, Japan","2016-09-04T16:42:45Z","4.4","140.4573","35.8699","87.72"
"130km WNW of Sola, Vanuatu","2016-09-04T16:39:03Z","4.9","166.4804","-13.345","35"
"11km NW of Pawnee, Oklahoma","2016-09-04T16:37:08Z","2.8","-96.8862","36.4169","3.134"
"3km W of Bayview, California","2016-09-04T16:35:21Z","2.77","-124.2201667","40.7776667","23.81"
"60km N of Isimu, Indonesia","2016-09-04T16:27:03Z","4.4","122.7678","1.1795","47.43"
"Antarctica","2016-09-04T16:25:53Z","4.6","42.1627","-80.0062","15.43"
"196km NE of Gisborne, New Zealand","2016-09-04T15:42:57Z","4.4","179.346","-37.2392","10"
"104km SSW of Severo-Kuril'sk, Russia","2016-09-04T15:40:19Z","5","155.8351","49.7569","48.29"
"7km S of Tagbina, Philippines","2016-09-04T15:27:26Z","4.7","126.1715","8.38","10"
"171km NE of Gisborne, New Zealand","2016-09-04T15:23:22Z","4.3","179.1487","-37.4023","28.49"
"218km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-04T15:20:17Z","4.6","-30.1623","-55.6405","10"
"176km SSE of Sarangani, Philippines","2016-09-04T15:17:53Z","4.1","126.2896","4.0422","83.44"
"27km SE of El Negro, Puerto Rico","2016-09-04T15:15:30Z","2.5","-65.6361","17.8992","12"
"6km SSE of Alegria, Philippines","2016-09-04T14:38:12Z","4.6","126.0305","8.451","10"
"14km NW of Pawnee, Oklahoma","2016-09-04T14:29:23Z","3","-96.9211","36.4299","8.137"
"79km SE of Unalaska, Alaska","2016-09-04T14:11:40Z","3.1","-165.6317","53.4006","49.21"
"10km ENE of Tandag, Philippines","2016-09-04T14:07:07Z","4.6","126.2891","9.1136","80.32"
"9km N of Semisopochnoi Island, Alaska","2016-09-04T13:39:43Z","2.7","179.6082","52.0334","183.3"
"15km SSW of Agrihan, Northern Mariana Islands","2016-09-04T13:21:36Z","4.1","145.6314","18.6286","194.94"
"22km NE of Xoixar, China","2016-09-04T13:05:48Z","4","92.032","28.0653","28.78"
"11km NW of Pawnee, Oklahoma","2016-09-04T12:56:04Z","2.7","-96.8891","36.4124","1.47"
"27km SE of El Negro, Puerto Rico","2016-09-04T12:46:35Z","3","-65.6419","17.8852","6"
"64km S of Bogorawatu, Indonesia","2016-09-04T12:35:30Z","4.3","119.2445","-10.3298","43.68"
"13km NW of Pawnee, Oklahoma","2016-09-04T12:16:46Z","2.5","-96.9022","36.4248","5"
"25km N of Battle Mountain, Nevada","2016-09-04T12:15:56Z","2.5","-116.9171","40.8694","7.8"
"1km ENE of Amatignak Island, Alaska","2016-09-04T10:46:33Z","2.7","-179.0836","51.2707","28.38"
"281km SW of Vaini, Tonga","2016-09-04T10:20:22Z","4.4","-176.8095","-23.2584","144.19"
"290km NE of Dili, East Timor","2016-09-04T10:17:06Z","4.2","127.3468","-6.6184","415.94"
"7km NE of Ellis, Kansas","2016-09-04T09:33:08Z","2.6","-99.5042","38.9924","5"
"91km NNE of San Juan, Puerto Rico","2016-09-04T09:27:37Z","2.9","-65.8984","19.266","109"
"133km W of Gustavus, Alaska","2016-09-04T09:26:49Z","3.2","-137.9836","58.2414","24.1"
"38km W of Willow, Alaska","2016-09-04T08:54:54Z","2.6","-150.7656","61.7865","70.3"
"4km NNW of Lapinigan, Philippines","2016-09-04T07:54:37Z","5","125.9674","8.4607","10"
"52km N of Vieques, Puerto Rico","2016-09-04T06:55:49Z","2.5","-65.7379","18.888","43"
"205km NE of Gisborne, New Zealand","2016-09-04T06:19:38Z","5.1","179.3804","-37.1613","10"
"36km SSW of Puerto San Jose, Guatemala","2016-09-04T06:14:46Z","4.2","-90.9211","13.6124","25.2"
"5km E of Waimea, Hawaii","2016-09-04T06:05:35Z","3.28","-155.623","20.0185","14.935"
"88km NNE of Road Town, British Virgin Islands","2016-09-04T05:49:55Z","2.7","-64.1924","19.107","45"
"68km N of Culebra, Puerto Rico","2016-09-04T05:46:46Z","2.8","-65.3947","18.9185","44"
"62km N of Culebra, Puerto Rico","2016-09-04T05:44:08Z","2.7","-65.3983","18.8584","57"
"87km W of Masachapa, Nicaragua","2016-09-04T05:14:58Z","4.4","-87.3097","11.6852","20.49"
"3km SW of Aguada, Puerto Rico","2016-09-04T05:01:49Z","2.7","-67.2155","18.3603","106"
"141km SSW of Ndoi Island, Fiji","2016-09-04T04:59:10Z","4.9","-179.3872","-21.7555","591.35"
"15km W of Pawnee, Oklahoma","2016-09-04T04:20:28Z","3.5","-96.9794","36.3188","5"
"6km NNW of Cushing, Oklahoma","2016-09-04T03:55:46Z","3.2","-96.7883","36.0388","5"
"13km NW of Pawnee, Oklahoma","2016-09-04T03:15:56Z","3.1","-96.9206","36.4102","5"
"16km W of Pawnee, Oklahoma","2016-09-04T02:43:59Z","2.8","-96.9836","36.3206","5"
"8km WSW of Lapinigan, Philippines","2016-09-04T02:38:12Z","5.9","125.9137","8.3822","12.39"
"South Georgia Island region","2016-09-04T01:37:53Z","4.5","-32.0378","-55.1809","10"
"55km WSW of Buldir Island, Alaska","2016-09-04T01:33:28Z","4.5","175.205","52.1229","45.24"
"66km WSW of Masachapa, Nicaragua","2016-09-04T01:31:45Z","4.6","-87.0798","11.5597","27.87"
"57km NW of San Antonio de los Cobres, Argentina","2016-09-04T01:26:04Z","4.9","-66.7711","-23.9103","192.57"
"60km NNW of Charlotte Amalie, U.S. Virgin Islands","2016-09-04T01:15:50Z","2.6","-65.098","18.864","55"
"27km SE of El Negro, Puerto Rico","2016-09-04T01:06:44Z","2.5","-65.6389","17.8897","11"
"29km ESE of Emajagua, Puerto Rico","2016-09-04T01:01:26Z","2.5","-65.6416","17.8654","7"
"73km NNE of Luquillo, Puerto Rico","2016-09-04T00:56:50Z","2.8","-65.425","18.9761","45"
"56km N of Culebra, Puerto Rico","2016-09-04T00:35:02Z","2.5","-65.363","18.8111","63"
"77km WSW of Cantwell, Alaska","2016-09-04T00:26:44Z","2.5","-150.4161","63.1804","111"
"72km NNW of Charlotte Amalie, U.S. Virgin Islands","2016-09-04T00:25:01Z","2.8","-65.1143","18.9738","34"
"86km S of Atka, Alaska","2016-09-04T00:21:53Z","2.7","-174.0854","51.4196","25.7"
"78km NNW of Charlotte Amalie, U.S. Virgin Islands","2016-09-04T00:02:53Z","2.5","-65.1035","19.0275","22"
"10km NW of Pawnee, Oklahoma","2016-09-03T23:56:36Z","2.7","-96.8719","36.418","5"
"16km S of Whitehall, Montana","2016-09-03T23:44:13Z","4.03","-112.1261667","45.7253333","8.02"
"59km NNE of Putre, Chile","2016-09-03T23:13:09Z","4.6","-69.3826","-17.6883","149.35"
"63km NE of Calama, Chile","2016-09-03T22:25:13Z","4.2","-68.572","-21.9998","143.4"
"174km SSW of Buldir Island, Alaska","2016-09-03T22:08:34Z","3","175.112","50.874","29.1"
"14km NW of San Isidro, Costa Rica","2016-09-03T22:06:01Z","4.7","-83.8128","9.4453","31.48"
"100km SE of Tezu, India","2016-09-03T21:39:00Z","4.6","96.7472","27.1667","59.55"
"108km ESE of Pangai, Tonga","2016-09-03T21:04:09Z","4.9","-173.3727","-20.1217","35"
"126km S of False Pass, Alaska","2016-09-03T20:52:24Z","3.1","-163.6519","53.7248","30.5"
"15km W of Pawnee, Oklahoma","2016-09-03T20:50:25Z","2.8","-96.9762","36.3157","4.34"
"68km ESE of Yunaska Island, Alaska","2016-09-03T20:18:45Z","2.5","-169.8032","52.3473","64"
"2km NW of Cobb, California","2016-09-03T20:08:36Z","2.68","-122.7495","38.8378333","0.51"
"138km SSW of Cape Yakataga, Alaska","2016-09-03T19:14:19Z","3.3","-142.9636","58.8532","1.2"
"27km WSW of Perry, Oklahoma","2016-09-03T18:38:51Z","2.7","-97.577","36.2182","6.03"
"27km SE of El Negro, Puerto Rico","2016-09-03T17:24:00Z","2.8","-65.638","17.8915","12"
"164km NW of Manado, Indonesia","2016-09-03T17:14:53Z","4.3","123.6875","2.4077","393.08"
"195km NE of Opotiki, New Zealand","2016-09-03T17:14:51Z","4.9","179.0737","-37.042","19.75"
"58km WNW of Neiafu, Tonga","2016-09-03T17:07:18Z","4.6","-174.5135","-18.5038","76.79"
"28km ESE of Emajagua, Puerto Rico","2016-09-03T17:01:26Z","2.7","-65.6386","17.8862","11"
"31km WSW of Misawa, Japan","2016-09-03T16:24:36Z","4.4","141.0405","40.5292","111.62"
"58km WNW of The Bottom, Bonaire, Saint Eustatius and Saba ","2016-09-03T16:04:45Z","2.5","-63.7885","17.729","25"
"15km NW of Pawnee, Oklahoma","2016-09-03T15:53:31Z","2.9","-96.9357","36.4258","12.842"
"13km W of Little Sitkin Island, Alaska","2016-09-03T15:45:46Z","2.9","178.3034","51.9283","132.6"
"11km NW of Pawnee, Oklahoma","2016-09-03T15:31:40Z","3.4","-96.8838","36.4187","6.47"
"9km NNW of Pawnee, Oklahoma","2016-09-03T15:25:00Z","2.9","-96.8579","36.4133","7.975"
"90km ESE of Adak, Alaska","2016-09-03T15:21:15Z","3.1","-175.5659","51.4313","31.3"
"219km NE of Gisborne, New Zealand","2016-09-03T15:01:54Z","4.2","179.8438","-37.3124","10"
"9km NNW of Pawnee, Oklahoma","2016-09-03T14:56:32Z","2.6","-96.8594","36.4138","7.989"
"9km NNW of Pawnee, Oklahoma","2016-09-03T14:47:04Z","3.3","-96.8589","36.4141","8.304"
"267km NE of Agrihan, Northern Mariana Islands","2016-09-03T14:37:29Z","4.3","147.6897","20.2421","38.38"
"13km NW of Pawnee, Oklahoma","2016-09-03T14:35:30Z","2.6","-96.9009","36.4266","8.202"
"155km NE of Gisborne, New Zealand","2016-09-03T14:26:26Z","4.3","179.2592","-37.6625","10"
"14km NW of Pawnee, Oklahoma","2016-09-03T14:09:33Z","2.5","-96.9147","36.4316","9.212"
"9km NW of Pawnee, Oklahoma","2016-09-03T14:07:16Z","2.5","-96.8725","36.405","5"
"9km NW of Pawnee, Oklahoma","2016-09-03T14:05:49Z","2.6","-96.868","36.411","2.646"
"247km NE of Agrihan, Northern Mariana Islands","2016-09-03T14:04:47Z","5.5","147.3955","20.2816","10"
"9km E of Medford, Oklahoma","2016-09-03T14:02:21Z","2.7","-97.625","36.8144","4.126"
"9km NW of Pawnee, Oklahoma","2016-09-03T13:49:37Z","2.5","-96.8694","36.4056","3.424"
"165km NE of Gisborne, New Zealand","2016-09-03T13:30:23Z","5","179.2401","-37.5247","10"
"13km NW of Pawnee, Oklahoma","2016-09-03T12:58:37Z","3.6","-96.9093","36.4233","6.162"
"12km NW of Pawnee, Oklahoma","2016-09-03T12:57:36Z","2.6","-96.9009","36.4136","5.074"
"17km SW of Little Sitkin Island, Alaska","2016-09-03T12:55:48Z","3.1","178.3534","51.8211","120.24"
"144km ESE of Iquique, Chile","2016-09-03T12:35:45Z","4.1","-68.8002","-20.5358","115.53"
"9km NNW of Pawnee, Oklahoma","2016-09-03T12:32:02Z","2.6","-96.8554","36.415","5.57"
"219km SW of Hachijo-jima, Japan","2016-09-03T12:26:43Z","5","138.4886","31.4495","326.69"
"13km NW of Pawnee, Oklahoma","2016-09-03T12:25:43Z","2.8","-96.8946","36.4335","11.01"
"10km NNW of Pawnee, Oklahoma","2016-09-03T12:21:25Z","2.7","-96.8553","36.4182","8.544"
"9km NNW of Pawnee, Oklahoma","2016-09-03T12:18:54Z","2.6","-96.8508","36.4178","8.111"
"9km NNW of Pawnee, Oklahoma","2016-09-03T12:16:22Z","3.3","-96.8522","36.4148","7.99"
"121km WNW of Tobelo, Indonesia","2016-09-03T12:13:56Z","4","127.0816","2.3103","62.24"
"32km SSW of Alamo, Nevada","2016-09-03T12:06:05Z","3.1","-115.2713","37.0877","10.7"
"30km ESE of Emajagua, Puerto Rico","2016-09-03T12:05:31Z","2.7","-65.638","17.8546","11"
"30km ESE of Emajagua, Puerto Rico","2016-09-03T12:04:42Z","2.7","-65.6406","17.8521","7"
"14km NW of Pawnee, Oklahoma","2016-09-03T12:02:44Z","5.8","-96.9291","36.4251","5.557"
"136km NNE of Gisborne, New Zealand","2016-09-03T11:53:30Z","4.6","178.7335","-37.5706","25.6"
"27km ESE of Emajagua, Puerto Rico","2016-09-03T11:33:32Z","2.7","-65.6481","17.8882","11"
"50km NW of Farallon de Pajaros, Northern Mariana Islands","2016-09-03T11:21:49Z","4.3","144.6255","20.9169","184.84"
"27km SE of El Negro, Puerto Rico","2016-09-03T11:08:28Z","2.7","-65.644","17.8887","6"
"279km WSW of Hanga Roa, Chile","2016-09-03T10:59:22Z","5.1","-112.0756","-28.0631","10"
"62km N of Charlotte Amalie, U.S. Virgin Islands","2016-09-03T10:58:31Z","2.8","-64.9729","18.9034","15"
"6km S of Visso, Italy","2016-09-03T10:18:52Z","4.5","13.0983","42.8752","10"
"137km S of Adak, Alaska","2016-09-03T10:05:59Z","4","-176.8171","50.65","10"
"28km SE of El Negro, Puerto Rico","2016-09-03T09:07:28Z","2.7","-65.6372","17.8805","6"
"28km ESE of Emajagua, Puerto Rico","2016-09-03T08:45:32Z","2.8","-65.642","17.8829","6"
"Southwest Indian Ridge","2016-09-03T08:18:40Z","5.1","61.0256","-29.2253","10"
"29km ESE of Emajagua, Puerto Rico","2016-09-03T08:03:51Z","2.6","-65.6439","17.8549","7"
"43km ENE of Olonkinbyen, Svalbard and Jan Mayen","2016-09-03T06:55:37Z","5","-7.5587","71.0184","10"
"252km WNW of Saumlaki, Indonesia","2016-09-03T06:21:31Z","4.4","129.1485","-7.2232","179.71"
"25km WSW of Tanabe, Japan","2016-09-03T06:03:17Z","4.5","135.1125","33.6575","35.47"
"27km SE of El Negro, Puerto Rico","2016-09-03T05:55:41Z","3","-65.648","17.882","5"
"165km ENE of Opotiki, New Zealand","2016-09-03T05:18:02Z","4.7","178.8746","-37.288","10"
"164km NE of Gisborne, New Zealand","2016-09-03T05:16:58Z","4.4","179.1795","-37.5018","10"
"South of the Fiji Islands","2016-09-03T05:13:28Z","4.2","179.8031","-24.9898","512.35"
"166km NE of Gisborne, New Zealand","2016-09-03T05:11:34Z","4.3","179.2088","-37.4991","10"
"36km NNE of Nemuro, Japan","2016-09-03T05:09:17Z","4.4","145.7396","43.632","99.96"
"13km SSW of Perry, Oklahoma","2016-09-03T05:04:45Z","2.6","-97.3485","36.1812","6.773"
"180km NNE of Gisborne, New Zealand","2016-09-03T04:58:36Z","5.4","179.0424","-37.2521","12.15"
"95km SSE of Atka, Alaska","2016-09-03T04:57:47Z","3.5","-173.9272","51.3589","10.8"
"18km NE of Olancha, CA","2016-09-03T04:31:17Z","3.47","-117.8681667","36.398","1.7"
"135km NNE of Gisborne, New Zealand","2016-09-03T04:30:15Z","5.3","178.7072","-37.5632","31.19"
"103km W of Ferndale, California","2016-09-03T03:27:57Z","5.64","-125.6876667","40.3208333","28.57"
"29km ESE of Emajagua, Puerto Rico","2016-09-03T02:53:49Z","2.6","-65.6409","17.8673","12"
"28km SE of El Negro, Puerto Rico","2016-09-03T02:41:30Z","2.8","-65.6358","17.8904","4"
"4km E of Luther, Oklahoma","2016-09-03T02:39:52Z","3.1","-97.1455","35.6663","8.97"
"19km SE of Yosemite Valley, California","2016-09-03T02:16:23Z","2.53","-119.4106667","37.6251667","-1.16"
"31km SE of Emajagua, Puerto Rico","2016-09-03T02:16:11Z","2.5","-65.647","17.826","12"
"19km SE of Yosemite Valley, California","2016-09-03T02:14:33Z","2.69","-119.4096667","37.6313333","0.47"
"161km NNE of Gisborne, New Zealand","2016-09-03T02:12:54Z","4.5","178.9406","-37.4017","20.36"
"28km ESE of Emajagua, Puerto Rico","2016-09-03T02:08:49Z","2.8","-65.6453","17.8726","12"
"27km SE of El Negro, Puerto Rico","2016-09-03T01:56:54Z","2.9","-65.6433","17.8855","9"
"28km ESE of Emajagua, Puerto Rico","2016-09-03T01:53:48Z","2.7","-65.6398","17.8827","5"
"4km ENE of Medford, Oklahoma","2016-09-03T01:45:07Z","3.2","-97.688","36.8297","5"
"5km WNW of Norcia, Italy","2016-09-03T01:34:13Z","4.3","13.0323","42.8073","10"
"19km SE of Yosemite Valley, California","2016-09-03T01:29:33Z","2.67","-119.4106667","37.6301667","-1.51"
"27km SE of El Negro, Puerto Rico","2016-09-03T01:23:52Z","2.5","-65.6539","17.8712","11"
"27km SE of El Negro, Puerto Rico","2016-09-03T01:20:13Z","2.7","-65.6483","17.8815","10"
"27km ESE of Emajagua, Puerto Rico","2016-09-03T00:46:45Z","2.5","-65.6529","17.8782","9"
"184km NE of Gisborne, New Zealand","2016-09-03T00:34:56Z","4.4","179.4104","-37.4147","22.19"
"9km WSW of Sangay, Philippines","2016-09-03T00:29:09Z","4.5","123.9716","6.4001","43.67"
"27km WSW of Bantogon, Philippines","2016-09-03T00:26:48Z","4.3","123.7959","6.4686","70.31"
"67km E of Ile Hunter, New Caledonia","2016-09-03T00:22:04Z","4.6","172.7068","-22.3774","81.01"
"10km WSW of Mayaguez, Puerto Rico","2016-09-03T00:08:21Z","2.6","-67.235","18.1669","12"
"27km SE of El Negro, Puerto Rico","2016-09-03T00:00:22Z","2.9","-65.6447","17.8873","6"
"25km ESE of El Negro, Puerto Rico","2016-09-02T23:55:52Z","3","-65.6419","17.9165","11"
"204km NNE of Gisborne, New Zealand","2016-09-02T23:54:05Z","4.6","179.2736","-37.1063","10"
"27km SE of El Negro, Puerto Rico","2016-09-02T23:38:01Z","3.3","-65.6341","17.895","6"
"28km ESE of Emajagua, Puerto Rico","2016-09-02T23:19:52Z","2.7","-65.6449","17.8789","11"
"29km ESE of Emajagua, Puerto Rico","2016-09-02T23:15:42Z","2.6","-65.6426","17.8621","9"
"28km SE of El Negro, Puerto Rico","2016-09-02T23:01:55Z","2.5","-65.6436","17.8717","11"
"27km SE of El Negro, Puerto Rico","2016-09-02T22:56:52Z","2.8","-65.6464","17.8843","6"
"27km SE of El Negro, Puerto Rico","2016-09-02T22:50:29Z","4.3","-65.6384","17.902","11"
"21km NNE of Perry, Oklahoma","2016-09-02T22:42:46Z","2.6","-97.1752","36.4636","6.164"
"3km SSE of Road Town, British Virgin Islands","2016-09-02T22:21:05Z","3","-64.5992","18.3873","12"
"49km WSW of San Pedro de Atacama, Chile","2016-09-02T21:55:32Z","4.1","-68.6698","-23.0743","108.88"
"South Georgia Island region","2016-09-02T21:44:32Z","4.4","-31.2554","-54.8064","10"
"168km E of Agrihan, Northern Mariana Islands","2016-09-02T21:44:05Z","4.3","147.2639","18.7063","178.05"
"191km NW of Saumlaki, Indonesia","2016-09-02T21:37:58Z","4.3","130.1801","-6.6376","128.65"
"138km NNW of Chirikof Island, Alaska","2016-09-02T21:36:45Z","2.8","-156.357","57.0043","4.7"
"168km W of Crescent City, California","2016-09-02T21:25:22Z","2.9","-126.1941","41.4923","11.12"
"113km WNW of Rabaul, Papua New Guinea","2016-09-02T21:15:56Z","4.3","151.1891","-3.9119","34.88"
"59km NE of Rosa Zarate, Ecuador","2016-09-02T20:49:01Z","4.4","-79.0876","0.7161","79.98"
"202km NE of Gisborne, New Zealand","2016-09-02T20:21:35Z","4.7","179.3439","-37.1745","10"
"214km NE of Opotiki, New Zealand","2016-09-02T19:44:56Z","4.5","179.2558","-36.9527","10"
"21km WNW of Volcano, Hawaii","2016-09-02T17:56:20Z","2.65","-155.4351667","19.4873333","3.235"
"230km SE of Hihifo, Tonga","2016-09-02T17:28:03Z","5.2","-172.0657","-17.2547","10"
"South Georgia Island region","2016-09-02T16:55:42Z","4.7","-31.452","-55.2157","33.09"
"69km WSW of Luganville, Vanuatu","2016-09-02T16:52:09Z","4.1","166.5689","-15.7646","50.74"
"273km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T16:38:32Z","5","-30.976","-55.4476","32.59"
"9km SE of San Baltazar Chichicapan, Mexico","2016-09-02T16:03:36Z","4.7","-96.43","16.68","67"
"13km WNW of Morongo Valley, CA","2016-09-02T15:42:14Z","3.12","-116.7145","34.0831667","10.69"
"65km SSW of Redoubt Volcano, Alaska","2016-09-02T15:20:36Z","3.2","-153.0827","59.9254","116.7"
"57km NNE of Along, India","2016-09-02T14:31:01Z","4.6","94.9921","28.6466","23.38"
"50km E of Kandrian, Papua New Guinea","2016-09-02T14:26:16Z","4","150.0019","-6.2199","53.66"
"105km W of Talkeetna, Alaska","2016-09-02T14:10:23Z","3","-152.1156","62.1575","104.2"
"204km NE of Gisborne, New Zealand","2016-09-02T14:09:58Z","4.2","179.4053","-37.1779","23.57"
"South Georgia Island region","2016-09-02T13:57:39Z","4.9","-31.63","-54.9563","14.15"
"16km S of Jobos, Puerto Rico","2016-09-02T13:31:25Z","2.5","-66.1502","17.8024","11"
"133km SE of Katsuura, Japan","2016-09-02T13:29:37Z","5.3","141.5085","34.4568","10"
"26km SE of El Negro, Puerto Rico","2016-09-02T13:26:59Z","2.7","-65.6473","17.9009","11"
"151km NE of Gisborne, New Zealand","2016-09-02T13:20:39Z","4.5","179.0977","-37.5915","17.45"
"174km ENE of Opotiki, New Zealand","2016-09-02T13:12:18Z","4.6","178.9305","-37.2102","43.57"
"88km WNW of La Ligua, Chile","2016-09-02T13:03:29Z","4.3","-72.0869","-32.1223","7.58"
"24km SW of Sangay, Philippines","2016-09-02T12:02:50Z","5","123.8955","6.2785","10"
"158km WNW of Haines Junction, Canada","2016-09-02T11:49:22Z","2.5","-140.3206","61.1323","12.5"
"84km ENE of Pangai, Tonga","2016-09-02T11:23:08Z","5.5","-173.6132","-19.4852","22.49"
"210km NE of Gisborne, New Zealand","2016-09-02T10:24:46Z","4.8","179.5032","-37.1706","10"
"36km NE of Santa Maria Xadani, Mexico","2016-09-02T10:16:47Z","4.4","-95.8156","16.1614","35"
"North of Ascension Island","2016-09-02T08:40:21Z","4.9","-16.8608","0.1857","10"
"34km WSW of Sangay, Philippines","2016-09-02T08:39:16Z","4.9","123.7778","6.279","7.15"
"6km W of Batgram, Pakistan","2016-09-02T08:19:53Z","4.5","72.9636","34.6817","34.89"
"218km NE of Gisborne, New Zealand","2016-09-02T08:18:07Z","4.2","179.5335","-37.1014","10"
"10km WSW of Kiska Volcano, Alaska","2016-09-02T07:54:11Z","2.5","177.4564","52.0827","3.6"
"202km NE of Opotiki, New Zealand","2016-09-02T07:54:09Z","4.3","179.0875","-36.9562","10"
"215km NE of Gisborne, New Zealand","2016-09-02T07:19:37Z","4.5","179.4675","-37.0923","10"
"85km ESE of Baras, Philippines","2016-09-02T07:07:19Z","4.2","125.1373","13.4921","45.59"
"287km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T07:05:31Z","4.7","-31.0778","-55.3043","10"
"290km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T07:04:19Z","4.6","-31.0951","-55.2772","10"
"Southern East Pacific Rise","2016-09-02T06:56:39Z","4.8","-123.9487","-56.1667","10"
"269km NW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T06:48:53Z","5.3","-30.6304","-55.2302","10"
"285km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T06:47:00Z","4.8","-30.9873","-55.2548","10"
"6km NW of Aelande, Indonesia","2016-09-02T06:42:59Z","4","121.6828","-8.5523","10.46"
"179km NNE of Gisborne, New Zealand","2016-09-02T06:41:26Z","4.3","179.1073","-37.2951","10"
"36km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan","2016-09-02T06:12:49Z","4.5","70.373","36.0392","104.05"
"152km WNW of Tobelo, Indonesia","2016-09-02T05:46:35Z","4.3","126.6663","2.0158","57.67"
"157km ESE of Katsuura, Japan","2016-09-02T05:33:42Z","4.7","141.8099","34.4455","16.91"
"113km N of Vieques, Puerto Rico","2016-09-02T05:33:21Z","3","-65.7011","19.4426","66"
"62km SW of Corinto, Nicaragua","2016-09-02T05:03:30Z","4.5","-87.6271","12.1394","12.21"
"184km NNE of Gisborne, New Zealand","2016-09-02T04:45:48Z","4.4","179.1171","-37.2435","10"
"24km NW of Road Town, British Virgin Islands","2016-09-02T04:41:10Z","2.7","-64.7478","18.6019","79"
"205km NE of Opotiki, New Zealand","2016-09-02T04:26:07Z","4.7","179.1648","-37.0018","10"
"180km N of Dili, East Timor","2016-09-02T04:23:03Z","4.4","125.8898","-6.9534","513.33"
